Pop Rock Kit,Tom1 Head,Toms/BJYamBlack10in.sin,
Pop Rock Kit,Tom1 Rim,Perc/Cowbell Pop 1.sin,Perc/Cowbell Rock 2.sin
Pop Rock Kit,Tom2 Head,Toms/BJYamBlack12in.sin,
Pop Rock Kit,Tom2 Rim,Perc/Tamb Stick 1.sin,Claps/909 Clap.sin
Pop Rock Kit,Tom3 Head,Toms/BJYamBlack13in.sin,
Pop Rock Kit,Tom3 Rim,Snares/70sProg Center.sin,Snares/BJ DWMaple XStick.sin
Pop Rock Kit,Tom4 Head,Toms/BJYamBlack15in.sin,
Pop Rock Kit,Tom4 Rim,Toms/BJYamBlack15in.sin,Toms/Levee16in.sin
Pop Rock Kit,HiHat1 Bow,HiHats/TightHat Bow.sin,
Pop Rock Kit,HiHat1 Edge,HiHats/TightHat Edge.sin,
Pop Rock Kit,HiHat1 Foot Splash,HiHats/TightHat Pedal.sin,
Pop Rock Kit,Crash1 Bow,Crashes/BJ Zild15inCustA.sin,Crashes/SoniPste20in2002 Bow.sin
Pop Rock Kit,Crash1 Edge,Crashes/BJ Zild15inCustA.sin,Crashes/SoniPste20in2002 Edge.sin
Pop Rock Kit,Crash2 Bow,Crashes/BJ Zild15inCustDark.sin,Crashes/SoniPste20in2002 Bow.sin
Pop Rock Kit,Crash2 Edge,Crashes/BJ Zild15inCustDark.sin,Crashes/SoniPste20in2002 Edge.sin
Pop Rock Kit,Crash3 Bow,Crashes/BJ Zild14inThin.sin,
Pop Rock Kit,Crash3 Edge,Crashes/BJ Zild14inThin.sin,
Pop Rock Kit,Ride1 Bell,Rides/BJ Z20inCustA Bell.sin,
Pop Rock Kit,Ride1 Bow,Rides/BJ Z20inCustA Bow.sin,
Pop Rock Kit,Ride1 Edge,Rides/BJ Z20inCustA Edge.sin,
Blue Jay Kit,Kick1 Head,Kicks/BJ YamMapEQ.sin,Kicks/NCMaple22x18 Muted.sin
Blue Jay Kit,Kick2 Head,Kicks/BJ YamMapEQ.sin,
Blue Jay Kit,Snare1 Head,Snares/BJ YamMaple Center.sin,Kicks/BJ YamMap20in.sin
Blue Jay Kit,Snare1 Rim,Snares/DCraft14inBrass XStick.sin,Snares/Crav14inMaple XStick.sin
Blue Jay Kit,Tom1 Head,Toms/BJYamBlack10in.sin,
Blue Jay Kit,Tom1 Rim,Perc/Cowbell Rock 2.sin,Snares/BJ Ludwig XStick.sin
Blue Jay Kit,Tom2 Head,Toms/BJYamBlack12in.sin,
Blue Jay Kit,Tom2 Rim,Perc/Tamb Pop 1.sin,Claps/909 Clap.sin
Blue Jay Kit,Tom3 Head,Toms/BJYamBlack13in.sin,
Blue Jay Kit,Tom3 Rim,Perc Latin/Clave 2.sin,
Blue Jay Kit,Tom4 Head,Toms/BJYamBlack15in.sin,
Blue Jay Kit,Tom4 Rim,Toms/BJYamBlack15in.sin,Toms/Rosanna 4.sin
Blue Jay Kit,HiHat1 Bow,HiHats/BJ Zild13K Bow.sin,
Blue Jay Kit,HiHat1 Edge,HiHats/BJ Zild13K Edge.sin,
Blue Jay Kit,HiHat1 Foot Splash,HiHats/BJ Zild13K Pedal.sin,
Blue Jay Kit,Crash1 Bow,Crashes/BJ Zild15inCustA.sin,
Blue Jay Kit,Crash1 Edge,Crashes/BJ Zild15inCustA.sin,
Blue Jay Kit,Crash2 Bow,Crashes/BJ Zild15inCustDark.sin,
Blue Jay Kit,Crash2 Edge,Crashes/BJ Zild15inCustDark.sin,
Blue Jay Kit,Crash3 Bow,Crashes/Zild20inEFX Bow.sin,
Blue Jay Kit,Crash3 Edge,Crashes/Zild20inEFX Edge.sin,
Blue Jay Kit,Ride1 Bell,Rides/BJ Pste22in602 Bell.sin,
Blue Jay Kit,Ride1 Bow,Rides/BJ Pste22in602 Bow.sin,Rides/BJ Pste22in602 Bow.sin
Blue Jay Kit,Ride1 Edge,Rides/BJ Pste22in602 Edge.sin,
NAC Kit,Kick1 Head,Kicks/NCMaple22x18 Muted.sin,
NAC Kit,Kick2 Head,,
NAC Kit,Snare1 Head,Snares/NAC14inMaple Center.sin,
NAC Kit,Snare1 Rim,Snares/NAC14inMaple Rimshot.sin,Snares/Prl14inFerrone XStick.sin
NAC Kit,Tom1 Head,Toms/NAC10inMaple Center.sin,
NAC Kit,Tom1 Rim,Toms/NAC10inMaple Rim.sin,
NAC Kit,Tom2 Head,Toms/NAC12inMaple Center.sin,
NAC Kit,Tom2 Rim,Toms/NAC12inMaple Rim.sin,
NAC Kit,Tom3 Head,Toms/NAC13inMaple Center.sin,
NAC Kit,Tom3 Rim,Toms/NAC13inMaple Rim.sin,
NAC Kit,Tom4 Head,Toms/NAC16inMaple Center.sin,
NAC Kit,Tom4 Rim,Toms/NAC16inMaple Rim.sin,
NAC Kit,HiHat1 Bow,HiHats/Sab15inAARegular Bow.sin,Snares/90sAlt Rimshot.sin
NAC Kit,HiHat1 Edge,HiHats/Sab15inAARegular Edge.sin,
NAC Kit,HiHat1 Foot Splash,HiHats/Sab15inAARegular Pedal.sin,
NAC Kit,Crash1 Bow,Crashes/Pste18in2002 Crash.sin,
NAC Kit,Crash1 Edge,Crashes/Pste18in2002 Crash.sin,
NAC Kit,Crash2 Bow,Crashes/Pste18inGiantBeat Crash.sin,
NAC Kit,Crash2 Edge,Crashes/Pste18inGiantBeat Crash.sin,
NAC Kit,Crash3 Bow,Crashes/SoniPste20in2002 Bow.sin,
NAC Kit,Crash3 Edge,Crashes/SoniPste20in2002 Edge.sin,
NAC Kit,Ride1 Bell,Rides/Zild20inZCustom Bell.sin,
NAC Kit,Ride1 Bow,Rides/Zild20inZCustom Bow.sin,
NAC Kit,Ride1 Edge,Rides/Zild20inZCustom Edge.sin,
Dr. Acrylic,Kick1 Head,Kicks/DocAcrylicKick ST.sin,Elec Kicks/Analog Kick 1.sin
Dr. Acrylic,Kick2 Head,,
Dr. Acrylic,Snare1 Head,Snares/Prl14inMaster ST Center.sin,Elec Snares/MPC Snare 05.sin
Dr. Acrylic,Snare1 Rim,Snares/Prl14inMaster ST Rimshot.sin,
Dr. Acrylic,Tom1 Head,Toms/RCI14inHigh ST Center.sin,
Dr. Acrylic,Tom1 Rim,Perc/Tamb JT.sin,
Dr. Acrylic,Tom2 Head,Toms/RCI14in ST Center.sin,
Dr. Acrylic,Tom2 Rim,Perc/Cowbell Rock 1.sin,
Dr. Acrylic,Tom3 Head,Toms/RCI16in ST Center.sin,
Dr. Acrylic,Tom3 Rim,Snares/Prl14inMaster ST XStick.sin,
Dr. Acrylic,Tom4 Head,Toms/RCI18in ST Center.sin,
Dr. Acrylic,Tom4 Rim,Perc Ethnic/Darbuka Dum Slaps.sin,
Dr. Acrylic,HiHat1 Bow,HiHats/Trash21inHat ST Bow.sin,
Dr. Acrylic,HiHat1 Edge,HiHats/Trash21inHat ST Edge .sin,
Dr. Acrylic,HiHat1 Foot Splash,HiHats/Trash21inHat ST Pedal.sin,
Dr. Acrylic,Crash1 Bow,Crashes/Zild18inKFastSTm2 Bow.sin,
Dr. Acrylic,Crash1 Edge,Crashes/Zild18inKFastSTm2 Edge.sin,
Dr. Acrylic,Crash2 Bow,Chinas&Splashes/ZilOriental18in ST Bow.sin,
Dr. Acrylic,Crash2 Edge,Chinas&Splashes/ZilOriental18in ST Edge.sin,
Dr. Acrylic,Crash3 Bow,Crashes/ZilStacker ST.sin,
Dr. Acrylic,Crash3 Edge,Crashes/ZilStacker ST.sin,
Dr. Acrylic,Ride1 Bell,Rides/Zild21inKSpcDry ST Bell.sin,
Dr. Acrylic,Ride1 Bow,Rides/Zild21inKSpcDry ST Bow.sin,
Dr. Acrylic,Ride1 Edge,Rides/Zild21inKSpcDry ST Edge.sin,
Roto Kit 1,Kick1 Head,Kicks/YamOak22x18 Open.sin,
Roto Kit 1,Kick2 Head,,
Roto Kit 1,Snare1 Head,Snares/DW12in Center.sin,
Roto Kit 1,Snare1 Rim,Snares/DW12in Rimshot.sin,
Roto Kit 1,Tom1 Head,Toms/Rototom8in.sin,
Roto Kit 1,Tom1 Rim,Toms/Rototom8in.sin,
Roto Kit 1,Tom2 Head,Toms/Rototom10in.sin,
Roto Kit 1,Tom2 Rim,Toms/Rototom8in.sin,
Roto Kit 1,Tom3 Head,Toms/Rototom12in.sin,
Roto Kit 1,Tom3 Rim,Toms/Rototom8in.sin,
Roto Kit 1,Tom4 Head,Toms/Rototom14in.sin,
Roto Kit 1,Tom4 Rim,Toms/Rototom8in.sin,
Roto Kit 1,HiHat1 Bow,HiHats/Zild15inLightK Bow.sin,
Roto Kit 1,HiHat1 Edge,HiHats/Zild15inLightK Edge.sin,
Roto Kit 1,HiHat1 Foot Splash,HiHats/Zild15inLightK Pedal.sin,
Roto Kit 1,Crash1 Bow,Crashes/Zild16inEFX Bow.sin,
Roto Kit 1,Crash1 Edge,Crashes/Zild16inEFX Edge.sin,
Roto Kit 1,Crash2 Bow,Crashes/Zild18inEFX Bow.sin,
Roto Kit 1,Crash2 Edge,Crashes/Zild18inEFX Edge.sin,
Roto Kit 1,Crash3 Bow,Chinas&Splashes/ChinaSabBlackwell Bow.sin,
Roto Kit 1,Crash3 Edge,Crashes/ComboPsteMinl Open.sin,
Roto Kit 1,Ride1 Bell,Rides/Pste22inDryHvy Bell.sin,
Roto Kit 1,Ride1 Bow,Crashes/ZildMultiStacker Edge.sin,
Roto Kit 1,Ride1 Edge,Crashes/ZildMultiStacker Edge.sin,Crashes/Zild14inTrashformer Edge.sin
Funky Bass Kit,Kick1 Head,Kicks/NCMaple22x18 Muted.sin,
Funky Bass Kit,Kick2 Head,Kicks/NCMaple22x18 Muted.sin,Kicks/NCMaple22x18 Muted.sin
Funky Bass Kit,Snare1 Head,Snares/Yam14x4 Center.sin,
Funky Bass Kit,Snare1 Rim,Snares/Yam14x4 Rimshot.sin,
Funky Bass Kit,Tom1 Head,Toms/NAC10inMaple Center.sin,Melodic SEQ/TrumpetFill1.sin
Funky Bass Kit,Tom1 Rim,Toms/NAC10inMaple Center.sin,Melodic SEQ/TrumpetFill1.sin
Funky Bass Kit,Tom2 Head,Toms/NAC12inMaple Center.sin,Melodic SEQ/TrumpetFill2.sin
Funky Bass Kit,Tom2 Rim,Toms/NAC12inMaple Center.sin,Melodic SEQ/TrumpetFill2.sin
Funky Bass Kit,Tom3 Head,Toms/NAC13inMaple Center.sin,Melodic SEQ/TrumpetFill3.sin
Funky Bass Kit,Tom3 Rim,Toms/NAC13inMaple Center.sin,Melodic SEQ/TrumpetFill3.sin
Funky Bass Kit,Tom4 Head,Toms/NAC16inMaple Center.sin,Melodic SEQ/TrumpetFIll4.sin
Funky Bass Kit,Tom4 Rim,Toms/NAC16inMaple Center.sin,Melodic SEQ/TrumpetFIll4.sin
Funky Bass Kit,HiHat1 Bow,HiHats/Sab15inAARegular Bow.sin,Melodic SEQ/Jeff Funk Bass SEQ.sin
Funky Bass Kit,HiHat1 Edge,HiHats/Sab15inAARegular Edge.sin,Melodic SEQ/Jeff Funk Bass SEQ.sin
Funky Bass Kit,HiHat1 Foot Splash,HiHats/Sab15inAARegular Pedal.sin,
Funky Bass Kit,Crash1 Bow,Crashes/Pste18in2002 Crash.sin,
Funky Bass Kit,Crash1 Edge,Crashes/Pste18in2002 Crash.sin,Melodic/Trumpet Fall 1.sin
Funky Bass Kit,Crash2 Bow,Crashes/Pste18inGiantBeat Crash.sin,
Funky Bass Kit,Crash2 Edge,Crashes/Pste18inGiantBeat Crash.sin,Melodic SEQ/Trumpet Fall SEQ.sin
Funky Bass Kit,Crash3 Bow,Crashes/SoniPste20in2002 Bow.sin,
Funky Bass Kit,Crash3 Edge,Crashes/SoniPste20in2002 Edge.sin,
Funky Bass Kit,Ride1 Bell,Rides/Zild20inZCustom Bell.sin,
Funky Bass Kit,Ride1 Bow,SFX/Jeff Funky ClsdHHRide.sin,Melodic SEQ/AutoWah Bass SEQ.sin
Funky Bass Kit,Ride1 Edge,Rides/Zild20inZCustom Edge.sin,
Jazz Kit 1,Kick1 Head,Kicks/JazzKickDW Open.sin,Kicks/BJ YamMapEQ.sin
Jazz Kit 1,Kick2 Head,,
Jazz Kit 1,Snare1 Head,Snares/Prl14inFerrone Center.sin,Snares/BJ YamMaple Center.sin
Jazz Kit 1,Snare1 Rim,Snares/Prl14inFerrone XStick.sin,
Jazz Kit 1,Tom1 Head,Toms/DWJazz12in Center.sin,
Jazz Kit 1,Tom1 Rim,Toms/DWJazz12in Rimshot.sin,
Jazz Kit 1,Tom2 Head,Toms/DWJazz12in Center.sin,
Jazz Kit 1,Tom2 Rim,Toms/DWJazz12in Rimshot.sin,
Jazz Kit 1,Tom3 Head,Toms/DWJazz14in Center.sin,
Jazz Kit 1,Tom3 Rim,Toms/DWJazz14in Rimshot.sin,
Jazz Kit 1,Tom4 Head,Toms/DWJazz14in Center.sin,
Jazz Kit 1,Tom4 Rim,Toms/DWJazz14in Rimshot.sin,
Jazz Kit 1,HiHat1 Bow,HiHats/Pste15in2002 Bow.sin,
Jazz Kit 1,HiHat1 Edge,HiHats/Pste15in2002 Edge.sin,
Jazz Kit 1,HiHat1 Foot Splash,HiHats/Pste15in2002 Pedal.sin,
Jazz Kit 1,Crash1 Bow,Crashes/SoniPste18in2002 Bow.sin,
Jazz Kit 1,Crash1 Edge,Crashes/SoniPste18in2002 Edge.sin,
Jazz Kit 1,Crash2 Bow,Crashes/SoniPste20in2002 Bow.sin,
Jazz Kit 1,Crash2 Edge,Crashes/SoniPste20in2002 Edge.sin,
Jazz Kit 1,Crash3 Bow,Crashes/SoniPste18in2002 Bow.sin,
Jazz Kit 1,Crash3 Edge,Crashes/SoniPste18in2002 Edge.sin,
Jazz Kit 1,Ride1 Bell,Rides/Pste22inDryHvy Bell.sin,
Jazz Kit 1,Ride1 Bow,Rides/Pste22inDryHvy Bow.sin,
Jazz Kit 1,Ride1 Edge,Rides/Pste22inDryHvy Edge.sin,
3rd I Kit,Kick1 Head,Kicks/NCMaple22x18 Open.sin,
3rd I Kit,Kick2 Head,,
3rd I Kit,Snare1 Head,Snares/Jambi Center.sin,
3rd I Kit,Snare1 Rim,Snares/Jambi Rimshot.sin,
3rd I Kit,Tom1 Head,Toms/Triad 1.sin,
3rd I Kit,Tom1 Rim,Perc Ethnic/Tabla Ta.sin,
3rd I Kit,Tom2 Head,Toms/Triad 2.sin,
3rd I Kit,Tom2 Rim,Perc Ethnic/Tabla Ti.sin,
3rd I Kit,Tom3 Head,Toms/Triad 3.sin,
3rd I Kit,Tom3 Rim,Perc Ethnic/Bayan BendUp.sin,
3rd I Kit,Tom4 Head,Toms/Triad 4.sin,
3rd I Kit,Tom4 Rim,Perc Ethnic/Bayan Kre.sin,
3rd I Kit,HiHat1 Bow,HiHats/Pste14in2002Med Bow.sin,
3rd I Kit,HiHat1 Edge,HiHats/Pste14in2002Med Edge.sin,
3rd I Kit,HiHat1 Foot Splash,HiHats/Pste14in2002Med Pedal.sin,
3rd I Kit,Crash1 Bow,Crashes/Pste18in2002 Crash.sin,
3rd I Kit,Crash1 Edge,Crashes/Pste18in2002 Crash.sin,
3rd I Kit,Crash2 Bow,Crashes/Pste20in2002Power Crash.sin,
3rd I Kit,Crash2 Edge,Crashes/Pste20in2002Power Crash.sin,
3rd I Kit,Crash3 Bow,Chinas&Splashes/ChinaSabBlackwell Edge.sin,
3rd I Kit,Crash3 Edge,Chinas&Splashes/ChinaSabBlackwell Edge.sin,
3rd I Kit,Ride1 Bell,Rides/Pste22inDryHvy Bell.sin,
3rd I Kit,Ride1 Bow,Rides/Pste22inDryHvy Bow.sin,
3rd I Kit,Ride1 Edge,Rides/Pste22inDryHvy Edge.sin,
Vintage Kit,Kick1 Head,Kicks/LFW26x14 Open.sin,
Vintage Kit,Kick2 Head,,
Vintage Kit,Snare1 Head,Snares/Lud14inBlack Center.sin,
Vintage Kit,Snare1 Rim,Snares/Lud14inBlack Rimshot.sin,
Vintage Kit,Tom1 Head,Toms/LudVintage12in Center.sin,
Vintage Kit,Tom1 Rim,Toms/LudVintage12in Rim.sin,
Vintage Kit,Tom2 Head,Toms/LudVintage13in Center.sin,
Vintage Kit,Tom2 Rim,Toms/LudVintage13in Rim.sin,
Vintage Kit,Tom3 Head,Toms/LudVintage16in Center.sin,
Vintage Kit,Tom3 Rim,Toms/LudVintage16in Rim.sin,
Vintage Kit,Tom4 Head,Toms/LudVintage16in Center.sin,
Vintage Kit,Tom4 Rim,Toms/LudVintage16in Rim.sin,
Vintage Kit,HiHat1 Bow,HiHats/Pste14inGiant Bow.sin,
Vintage Kit,HiHat1 Edge,HiHats/Pste14inGiant Edge.sin,
Vintage Kit,HiHat1 Foot Splash,HiHats/Pste14inGiant Pedal.sin,
Vintage Kit,Crash1 Bow,Crashes/Sab16inHHX Crash.sin,
Vintage Kit,Crash1 Edge,Crashes/Sab16inHHX Crash.sin,
Vintage Kit,Crash2 Bow,Crashes/Sab18inHHDark Crash.sin,
Vintage Kit,Crash2 Edge,Crashes/Sab18inHHDark Crash.sin,
Vintage Kit,Crash3 Bow,Crashes/Sab17inVaultV Crash.sin,
Vintage Kit,Crash3 Edge,Crashes/Sab17inVaultV Crash.sin,
Vintage Kit,Ride1 Bell,Rides/20inIMPStick Bell.sin,
Vintage Kit,Ride1 Bow,Rides/20inIMPStick Bow.sin,
Vintage Kit,Ride1 Edge,Rides/20inIMPStick Edge.sin,
Jungle Jam Kit,Kick1 Head,Kicks/BJ TrashyKick 1.sin,Toms/Levee16in.sin
Jungle Jam Kit,Kick2 Head,,
Jungle Jam Kit,Snare1 Head,Toms/Big Rocker 1.sin,Toms/Big Rocker 1.sin
Jungle Jam Kit,Snare1 Rim,Perc Ethnic/Kpegisu Side.sin,Toms/Big Rocker 1.sin
Jungle Jam Kit,Tom1 Head,Toms/Big Rocker 1.sin,
Jungle Jam Kit,Tom1 Rim,Toms/Gre10in Rimshot.sin,
Jungle Jam Kit,Tom2 Head,Toms/Big Rocker 2.sin,
Jungle Jam Kit,Tom2 Rim,Toms/Gre10in Rimshot.sin,Kicks/BJ TrashyKick 1.sin
Jungle Jam Kit,Tom3 Head,Toms/Big Rocker 4.sin,Toms/Big Rocker 2.sin
Jungle Jam Kit,Tom3 Rim,Toms/Gre10in Center.sin,Toms/Gre10in Rimshot.sin
Jungle Jam Kit,Tom4 Head,Toms/Arena Rock 3.sin,Perc Ethnic/Sogo Pa.sin
Jungle Jam Kit,Tom4 Rim,Perc Ethnic/Kpegisu Side.sin,Toms/Gre10in Rimshot.sin
Jungle Jam Kit,HiHat1 Bow,Perc Ethnic/Boba MuteStick.sin,Perc Ethnic/KpanlogoHi Open.sin
Jungle Jam Kit,HiHat1 Edge,Perc Ethnic/Kpegisu Side.sin,Perc Ethnic/Apentema Slap.sin
Jungle Jam Kit,HiHat1 Foot Splash,Perc Ethnic/Apentema Bass.sin,Perc Latin/Maracas.sin
Jungle Jam Kit,Crash1 Bow,Perc Orchestral/SleighBells.sin,Perc Latin/Guiro Long.sin
Jungle Jam Kit,Crash1 Edge,Perc Ethnic/TamTam Scrape.sin,Perc Latin/Vibraslap.sin
Jungle Jam Kit,Crash2 Bow,Perc Orchestral/Flexatone 2.sin,Perc Orchestral/SleighBells.sin
Jungle Jam Kit,Crash2 Edge,Perc Latin/Vibraslap.sin,Perc Ethnic/TamTam Scrape.sin
Jungle Jam Kit,Crash3 Bow,Perc Orchestral/Slapstick.sin,Perc Ethnic/Apentema Slap.sin
Jungle Jam Kit,Crash3 Edge,Perc Latin/Afoxe Shake.sin,Perc Ethnic/Apentema Open.sin
Jungle Jam Kit,Ride1 Bell,Perc Orchestral/Slapstick.sin,Perc Ethnic/Kpegisu Side.sin
Jungle Jam Kit,Ride1 Bow,Perc Ethnic/Lunga Middle.sin,Perc Ethnic/Kpegisu Side.sin
Jungle Jam Kit,Ride1 Edge,Perc Ethnic/Lunga Gliss.sin,Perc Ethnic/Lunga Low.sin
Rose Ann Kit,Kick1 Head,Kicks/Rosanna.sin,
Rose Ann Kit,Kick2 Head,,
Rose Ann Kit,Snare1 Head,Snares/Rosanna Center.sin,
Rose Ann Kit,Snare1 Rim,Snares/Rosanna Rimshot.sin,
Rose Ann Kit,Tom1 Head,Toms/Rosanna 1.sin,
Rose Ann Kit,Tom1 Rim,Perc/Tamb JT.sin,
Rose Ann Kit,Tom2 Head,Toms/Rosanna 2.sin,
Rose Ann Kit,Tom2 Rim,Perc Latin/Afoxe Shake.sin,
Rose Ann Kit,Tom3 Head,Toms/Rosanna 3.sin,Snares/Anthem Rimshot.sin
Rose Ann Kit,Tom3 Rim,Perc/Cowbell Pop 1.sin,
Rose Ann Kit,Tom4 Head,Toms/Rosanna 4.sin,
Rose Ann Kit,Tom4 Rim,Crashes/ComboPsteMinl Open.sin,
Rose Ann Kit,HiHat1 Bow,HiHats/Pste14in2002Med Bow.sin,
Rose Ann Kit,HiHat1 Edge,HiHats/Pste14in2002Med Edge.sin,
Rose Ann Kit,HiHat1 Foot Splash,HiHats/Pste14in2002Med Pedal.sin,
Rose Ann Kit,Crash1 Bow,Crashes/Zild17inKFast Bow.sin,
Rose Ann Kit,Crash1 Edge,Crashes/Zild17inKFast Edge.sin,
Rose Ann Kit,Crash2 Bow,Crashes/SoniPste18in2002 Bow.sin,
Rose Ann Kit,Crash2 Edge,Crashes/SoniPste18in2002 Edge.sin,
Rose Ann Kit,Crash3 Bow,Chinas&Splashes/Wu18inChina Stick.sin,
Rose Ann Kit,Crash3 Edge,Chinas&Splashes/Wu18inChina Stick.sin,
Rose Ann Kit,Ride1 Bell,Rides/BJ Pste22in602 Bell.sin,
Rose Ann Kit,Ride1 Bow,Rides/BJ Pste22in602 Bow.sin,
Rose Ann Kit,Ride1 Edge,Rides/BJ Pste22in602 Edge.sin,
Complextro Funk,Kick1 Head,Elec Kicks/Oomph Kick.sin,
Complextro Funk,Kick2 Head,Elec Kicks/Oomph Kick.sin,
Complextro Funk,Snare1 Head,Elec Snares/Smacky Snare.sin,
Complextro Funk,Snare1 Rim,Claps/Trapper Clapper.sin,
Complextro Funk,Tom1 Head,Elec Toms/SymSD5 Tom 1.sin,SFX/Synth Punch.sin
Complextro Funk,Tom1 Rim,SFX/Falling Morph.sin,
Complextro Funk,Tom2 Head,Elec Toms/SymSD5 Tom 1.sin,Melodic SEQ/DubstepRando SEQ.sin
Complextro Funk,Tom2 Rim,SFX/DubSynth Yea.sin,
Complextro Funk,Tom3 Head,Elec Toms/SymSD5 Tom 2.sin,Melodic SEQ/Plextro Bass SEQ.sin
Complextro Funk,Tom3 Rim,SFX/Complextro Magic.sin,SFX/Complextro Magic.sin
Complextro Funk,Tom4 Head,Elec Toms/SymSD5 Tom 2.sin,Elec Kicks/Leviathan Kick.sin
Complextro Funk,Tom4 Rim,Melodic/Growler Bass.sin,
Complextro Funk,HiHat1 Bow,HiHats/Pste14in2002Med Bow.sin,
Complextro Funk,HiHat1 Edge,HiHats/Pste14in2002Med Edge.sin,SFX/Complextro Magic.sin
Complextro Funk,HiHat1 Foot Splash,HiHats/Pste14in2002Med Pedal.sin,
Complextro Funk,Crash1 Bow,Crashes/BJ Zild15inMedZ.sin,
Complextro Funk,Crash1 Edge,Crashes/BJ Zild15inMedZ.sin,
Complextro Funk,Crash2 Bow,Chinas&Splashes/ChinaZil18inTrash Bow.sin,
Complextro Funk,Crash2 Edge,Chinas&Splashes/ChinaZil18inTrash Edge.sin,
Complextro Funk,Crash3 Bow,Crashes/Zild18inEFX Bow.sin,
Complextro Funk,Crash3 Edge,Crashes/Zild18inEFX Edge.sin,Melodic SEQ/Icy Chord SEQ.sin
Complextro Funk,Ride1 Bell,Melodic SEQ/Whooper SEQ.sin,
Complextro Funk,Ride1 Bow,Melodic/Whooper.sin,
Complextro Funk,Ride1 Edge,Elec Perc/Noise Pop.sin,
Boooom 8 Kit,Kick1 Head,Elec Kicks/808 Kick Long.sin,
Boooom 8 Kit,Kick2 Head,Elec Kicks/808 Kick Short.sin,Elec Kicks/808 Kick Short.sin
Boooom 8 Kit,Snare1 Head,Elec Snares/808 Snare.sin,
Boooom 8 Kit,Snare1 Rim,Claps/808 Clap.sin,
Boooom 8 Kit,Tom1 Head,Elec Toms/808 Tom 1.sin,
Boooom 8 Kit,Tom1 Rim,Elec Perc/808 Conga Hi.sin,
Boooom 8 Kit,Tom2 Head,Elec Toms/808 Tom 2.sin,
Boooom 8 Kit,Tom2 Rim,Elec Perc/808 Conga Md.sin,
Boooom 8 Kit,Tom3 Head,Elec Toms/808 Tom 3.sin,
Boooom 8 Kit,Tom3 Rim,Elec Perc/808 Conga Lo.sin,
Boooom 8 Kit,Tom4 Head,Elec Toms/808 Tom 3.sin,
Boooom 8 Kit,Tom4 Rim,Elec Perc/808 Conga Lo.sin,
Boooom 8 Kit,HiHat1 Bow,Elec HiHats/808 HH.sin,
Boooom 8 Kit,HiHat1 Edge,Elec HiHats/808 HH.sin,
Boooom 8 Kit,HiHat1 Foot Splash,Elec HiHats/808 HH Pedal.sin,
Boooom 8 Kit,Crash1 Bow,Elec Perc/808 Cowbell.sin,
Boooom 8 Kit,Crash1 Edge,Elec Perc/808 Cowbell.sin,
Boooom 8 Kit,Crash2 Bow,Crashes/ComboPsteMinl Closed.sin,
Boooom 8 Kit,Crash2 Edge,Chinas&Splashes/ChinaZil18inTrash Edge.sin,
Boooom 8 Kit,Crash3 Bow,SFX/Scratch Oh Random.sin,
Boooom 8 Kit,Crash3 Edge,SFX/Scratch Oh Random.sin,
